AssemblyID	OperonSize	Category
GCF_014196495.1	17464	AddABJ
GCF_014652555.1	17492	AddABJ
GCF_000060345.1	17496	AddABJ
GCF_005405405.1	17575	AddABJ
GCF_900115205.1	17684	AddABJ
GCF_003217215.1	17748	AddABJ
GCF_001436595.1	17932	AddABJ
GCF_003851125.1	17953	AddABJ
GCF_000686645.1	17954	AddABJ
GCF_000425005.1	18012	AddABJ
GCF_902168435.1	18014	AddABJ
GCF_000425825.1	18050	AddABJ
GCF_003634585.1	18112	AddABJ
GCF_003337305.1	18134	AddABJ
GCF_900105425.1	18234	AddABJ
GCF_900099995.1	18263	AddABJ
GCF_000963865.1	18272	AddABJ
GCF_900100185.1	18343	AddABJ
GCF_900116805.1	18344	AddABJ
GCF_013403915.1	18354	AddABJ
GCF_003259265.1	18409	AddABJ
GCF_001752425.1	18494	AddABJ
GCF_011761355.1	18519	AddABJ
GCF_014638095.1	18555	AddABJ
GCF_004362855.1	18685	AddABJ
GCF_000024125.1	18691	AddABJ
GCF_003386165.1	18711	AddABJ
GCF_900142975.1	18765	AddABJ
GCF_000482485.1	18907	AddABJ
GCF_014646655.1	18971	AddABJ
GCF_004362865.1	19103	AddABJ
GCF_008084905.1	19106	AddABJ
GCF_003148645.1	19134	AddABJ
GCF_900142265.1	19178	AddABJ
GCF_900112295.1	19242	AddABJ
GCF_003584105.1	19244	AddABJ
GCF_014191245.1	19274	AddABJ
GCF_004364155.1	19331	AddABJ
GCF_900167335.1	19334	AddABJ
GCF_000701665.1	19384	AddABJ
GCF_004150225.1	19543	AddABJ
GCF_002207765.1	19599	AddABJ
GCF_013179575.1	19639	AddABJ
GCF_000518485.1	19672	AddABJ
GCF_000235885.1	19702	AddABJ
GCF_001971745.1	19750	AddABJ
GCF_900102075.1	19889	AddABJ
GCF_012349105.1	19913	AddABJ
GCF_000224085.1	20197	AddABJ
GCF_001439635.1	20229	AddABJ
GCF_000422365.1	20330	AddABJ
GCF_900130045.1	20362	AddABJ
GCF_003259525.1	20388	AddABJ
GCF_014764305.1	20437	AddABJ
GCF_900115145.1	20506	AddABJ
GCF_003315595.1	20549	AddABJ
GCF_014636335.1	20583	AddABJ
GCF_008386635.1	20638	AddABJ
GCF_003008435.1	20677	AddABJ
GCF_000420785.1	20730	AddABJ
GCF_014643615.1	20795	AddABJ
GCF_003254175.1	20834	AddABJ
GCF_014197915.1	20923	AddABJ
GCF_003992675.1	20970	AddABJ
GCF_004340665.1	21107	AddABJ
GCF_900115185.1	21211	AddABJ
GCF_004366715.1	21218	AddABJ
GCF_002269385.1	21312	AddABJ
GCF_900129935.1	21364	AddABJ
GCF_900098925.1	21424	AddABJ
GCF_006159205.1	21493	AddABJ
GCF_000518545.1	21520	AddABJ
GCF_000195635.1	21535	AddABJ
GCF_900108275.1	21550	AddABJ
GCF_001542405.1	21713	AddABJ
GCF_900141715.1	21976	AddABJ
GCF_003711845.1	21977	AddABJ
GCF_003347665.1	22006	AddABJ
GCF_902795365.1	22035	AddABJ
GCF_000425305.1	22116	AddABJ
GCF_009901525.1	22243	AddABJ
GCF_013394595.1	22260	AddABJ
GCF_900079775.1	22286	AddABJ
GCF_900113325.1	22615	AddABJ
GCF_003024155.1	22735	AddABJ
GCF_000964225.1	22897	AddABJ
GCF_013394655.1	22980	AddABJ
GCF_001553225.1	23083	AddABJ
GCF_003337735.1	23145	AddABJ
GCF_003315135.1	23189	AddABJ
GCF_005404815.1	23308	AddABJ
GCF_902362795.1	23829	AddABJ
GCF_000243235.1	23847	AddABJ
GCF_900102145.1	24052	AddABJ
GCF_900112595.1	24163	AddABJ
GCF_007115095.1	24362	AddABJ
GCF_001440395.1	24557	AddABJ
GCF_902162175.1	24988	AddABJ
GCF_900142245.1	24989	AddABJ
GCF_900100345.1	25019	AddABJ
GCF_002744755.1	25404	AddABJ
GCF_004346845.1	25430	AddABJ
GCF_900101475.1	25557	AddABJ
GCF_900167515.1	25712	AddABJ
GCF_003431825.1	25895	AddABJ
GCF_005925345.1	25936	AddABJ
GCF_900141935.1	26008	AddABJ
GCF_003253705.1	26087	AddABJ
GCF_900098925.1	26293	AddABJ
GCF_900098925.1	26344	AddABJ
GCF_014196715.1	26514	AddABJ
GCF_004346195.1	26822	AddABJ
GCF_000423785.1	26857	AddABJ
GCF_900220965.1	26936	AddABJ
GCF_003201975.1	27086	AddABJ
GCF_003003355.1	27170	AddABJ
GCF_003149745.1	27189	AddABJ
GCF_900111155.1	27283	AddABJ
GCF_900111795.1	27393	AddABJ
GCF_000701445.1	27563	AddABJ
GCF_900217815.1	27578	AddABJ
GCF_009674825.1	28108	AddABJ
GCF_008123425.1	28129	AddABJ
GCF_000159995.1	28282	AddABJ
GCF_003385115.1	28320	AddABJ
GCF_001434515.1	28323	AddABJ
GCF_900167935.1	28424	AddABJ
GCF_000745965.1	28608	AddABJ
GCF_002251835.1	28686	AddABJ
GCF_003096815.1	29010	AddABJ
GCF_003985145.1	29168	AddABJ
GCF_900101705.1	29189	AddABJ
GCF_900111285.1	29922	AddABJ
GCF_003050785.1	29995	AddABJ
GCF_900198465.1	30288	AddABJ
GCF_001461035.1	30524	AddABJ
GCF_000373085.1	30620	AddABJ
GCF_000831385.1	30670	AddABJ
GCF_003290025.1	30762	AddABJ
GCF_011762225.1	31158	AddABJ
GCF_900098925.1	31213	AddABJ
GCF_003581615.1	31335	AddABJ
GCF_013402795.1	31442	AddABJ
GCF_015558615.1	31586	AddABJ
GCF_900129445.1	32033	AddABJ
GCF_001439925.1	32116	AddABJ
GCF_007830065.1	32244	AddABJ
GCF_001887185.1	32250	AddABJ
GCF_003217515.1	32307	AddABJ
GCF_000379965.1	32447	AddABJ
GCF_000429465.1	32630	AddABJ
GCF_001950255.1	32642	AddABJ
GCF_000425645.1	32755	AddABJ
GCF_001020565.1	32950	AddABJ
GCF_900100785.1	33309	AddABJ
GCF_900065875.1	33756	AddABJ
GCF_902374385.1	33789	AddABJ
GCF_004340685.1	33796	AddABJ
GCF_002994045.1	33832	AddABJ
GCF_900109325.1	33896	AddABJ
GCF_900141845.1	33942	AddABJ
GCF_003863335.1	34569	AddABJ
GCF_002217285.1	34614	AddABJ
GCF_900107625.1	35188	AddABJ
GCF_001437125.1	35349	AddABJ
GCF_002796795.1	35411	AddABJ
GCF_900103835.1	35801	AddABJ
GCF_015560805.1	35911	AddABJ
GCF_900167445.1	35951	AddABJ
GCF_014596975.1	36153	AddABJ
GCF_900142175.1	36250	AddABJ
GCF_001887185.1	36263	AddABJ
GCF_014640615.1	37234	AddABJ
GCF_014644195.1	37314	AddABJ
GCF_000312445.1	37373	AddABJ
GCF_003317055.1	37379	AddABJ
GCF_003268815.1	37446	AddABJ
GCF_000423105.1	37457	AddABJ
GCF_900639915.1	37713	AddABJ
GCF_900177645.1	37752	AddABJ
GCF_001435195.1	37907	AddABJ
GCF_003208435.1	37919	AddABJ
GCF_014596935.1	38060	AddABJ
GCF_003966335.1	38068	AddABJ
GCF_002441695.1	38122	AddABJ
GCF_009711055.1	38293	AddABJ
GCF_900112245.1	38569	AddABJ
GCF_000023465.1	38694	AddABJ
GCF_003008425.1	39137	AddABJ
GCF_001310225.1	39181	AddABJ
GCF_001887185.1	39447	AddABJ
GCF_001887185.1	39447	AddABJ
GCF_003148775.1	39527	AddABJ
GCF_004364165.1	39603	AddABJ
GCF_001435245.1	39747	AddABJ
GCF_900177735.1	39914	AddABJ
GCF_003955665.1	40113	AddABJ
GCF_900105105.1	40156	AddABJ
GCF_003646465.1	40532	AddABJ
GCF_014199595.1	40620	AddABJ
GCF_001831475.1	40775	AddABJ
GCF_900094605.1	40844	AddABJ
GCF_900107535.1	40852	AddABJ
GCF_902787035.1	40961	AddABJ
GCF_015551805.1	40971	AddABJ
GCF_014638005.1	41024	AddABJ
GCF_008124885.1	41108	AddABJ
GCF_000378085.1	41422	AddABJ
GCF_014651375.1	42087	AddABJ
GCF_014212125.1	42228	AddABJ
GCF_014639075.1	42508	AddABJ
GCF_000425845.1	43177	AddABJ
GCF_900176415.1	43276	AddABJ
GCF_002028545.1	43371	AddABJ
GCF_000518685.1	43584	AddABJ
GCF_007997385.1	43820	AddABJ
GCF_001653755.1	44249	AddABJ
GCF_007830445.1	44271	AddABJ
GCF_000186265.1	44425	AddABJ
GCF_000430785.1	44516	AddABJ
GCF_900111195.1	44578	AddABJ
GCF_001434335.1	44821	AddABJ
GCF_000518565.1	45028	AddABJ
GCF_008056315.1	45202	AddABJ
GCF_000468615.2	45681	AddABJ
GCF_900109925.1	45713	AddABJ
GCF_000423765.1	45870	AddABJ
GCF_004208535.1	45921	AddABJ
GCF_003054195.1	45973	AddABJ
GCF_002763715.1	46221	AddABJ
GCF_900101285.1	46405	AddABJ
GCF_001435235.1	46469	AddABJ
GCF_900101955.1	46496	AddABJ
GCF_000423705.1	46555	AddABJ
GCF_003350545.1	46610	AddABJ
GCF_000378465.1	46645	AddABJ
GCF_900112975.1	47050	AddABJ
GCF_004364575.1	47241	AddABJ
GCF_009725995.1	47841	AddABJ
GCF_900215465.1	48182	AddABJ
GCF_003634105.1	48225	AddABJ
GCF_007004665.1	48285	AddABJ
GCF_000429625.1	48550	AddABJ
GCF_001857965.1	48586	AddABJ
GCF_900167115.1	48677	AddABJ
GCF_900142225.1	49002	AddABJ
GCF_900188175.1	49586	AddABJ
GCF_014192375.1	49696	AddABJ
GCF_900101615.1	49906	AddABJ
GCF_000154845.1	50100	AddABJ
GCF_900111075.1	50170	AddABJ
GCF_003208175.1	50334	AddABJ
GCF_900143645.1	50442	AddABJ
GCF_005434965.1	51040	AddABJ
GCF_003055625.1	51059	AddABJ
GCF_900099675.1	51349	AddABJ
GCF_004363725.1	51425	AddABJ
GCF_003970495.1	51843	AddABJ
GCF_900109345.1	51956	AddABJ
GCF_900142885.1	52153	AddABJ
GCF_003259375.1	52362	AddABJ
GCF_004364175.1	52552	AddABJ
GCF_900099915.1	52585	AddABJ
GCF_900103215.1	52644	AddABJ
GCF_014205875.1	52847	AddABJ
GCF_900129485.1	53171	AddABJ
GCF_900110375.1	53190	AddABJ
GCF_003076455.1	53294	AddABJ
GCF_009601505.1	53463	AddABJ
GCF_001435065.1	53506	AddABJ
GCF_003097535.1	53616	AddABJ
GCF_000799975.1	53621	AddABJ
GCF_003217515.1	53799	AddABJ
GCF_900129275.1	54061	AddABJ
GCF_003315295.1	54444	AddABJ
GCF_000455445.1	54468	AddABJ
GCF_000983115.1	54815	AddABJ
GCF_900626145.1	54880	AddABJ
GCF_000429545.1	55179	AddABJ
GCF_900116225.1	55190	AddABJ
GCF_000454065.1	55670	AddABJ
GCF_900106675.1	56374	AddABJ
GCF_008107635.1	57265	AddABJ
GCF_900168125.1	57432	AddABJ
GCF_001661915.1	58156	AddABJ
GCF_000963965.1	58698	AddABJ
GCF_900107215.1	58739	AddABJ
GCF_006475605.1	58912	AddABJ
GCF_003350205.1	59019	AddABJ
GCF_900113635.1	59491	AddABJ
GCF_014191725.1	59692	AddABJ
GCF_900128475.1	59999	AddABJ
GCF_008085455.1	60027	AddABJ
GCF_003148665.1	60154	AddABJ
GCF_000425465.1	60882	AddABJ
GCF_000688515.1	61124	AddABJ
GCF_014332695.1	61262	AddABJ
GCF_002886045.1	61275	AddABJ
GCF_001405015.1	61528	AddABJ
GCF_001436985.1	61596	AddABJ
GCF_900100165.1	61984	AddABJ
GCF_010882125.1	62225	AddABJ
GCF_004363315.1	62302	AddABJ
GCF_900141855.1	62370	AddABJ
GCF_902506355.1	62607	AddABJ
GCF_000973105.1	62677	AddABJ
GCF_001969855.1	62998	AddABJ
GCF_003687485.1	63400	AddABJ
GCF_001705175.1	63531	AddABJ
GCF_000224615.1	63812	AddABJ
GCF_014644455.1	64262	AddABJ
GCF_900142105.1	64486	AddABJ
GCF_000425505.1	64694	AddABJ
GCF_001436705.1	64852	AddABJ
GCF_014656455.1	64987	AddABJ
GCF_014192475.1	65121	AddABJ
GCF_002845745.1	65328	AddABJ
GCF_003051085.1	65422	AddABJ
GCF_000374585.1	65429	AddABJ
GCF_014192335.1	65835	AddABJ
GCF_000425445.1	65845	AddABJ
GCF_014203215.1	66183	AddABJ
GCF_003337565.1	66186	AddABJ
GCF_900109575.1	66331	AddABJ
GCF_900188095.1	66351	AddABJ
GCF_000305785.2	66648	AddABJ
GCF_003990445.1	66660	AddABJ
GCF_900101165.1	66719	AddABJ
GCF_001618145.1	66770	AddABJ
GCF_900143265.1	67018	AddABJ
GCF_009208585.1	67042	AddABJ
GCF_900109085.1	67343	AddABJ
GCF_900110135.1	67426	AddABJ
GCF_001039475.1	68100	AddABJ
GCF_900104415.1	68416	AddABJ
GCF_900101435.1	68857	AddABJ
GCF_006148925.1	68905	AddABJ
GCF_002807035.1	69120	AddABJ
GCF_001651875.1	69294	AddABJ
GCF_900106645.1	69352	AddABJ
GCF_009827395.1	69420	AddABJ
GCF_008369745.1	69493	AddABJ
GCF_000190595.1	69606	AddABJ
GCF_000423865.1	69708	AddABJ
GCF_009827435.1	69944	AddABJ
GCF_000468015.1	70671	AddABJ
GCF_900129555.1	71025	AddABJ
GCF_900119145.1	71037	AddABJ
GCF_000424065.1	71102	AddABJ
GCF_001663155.1	71114	AddABJ
GCF_000381065.1	71939	AddABJ
GCF_000620065.1	72132	AddABJ
GCF_000374825.1	72155	AddABJ
GCF_001719165.1	72696	AddABJ
GCF_000687165.1	72906	AddABJ
GCF_003385895.1	73000	AddABJ
GCF_900096945.1	73572	AddABJ
GCF_000374825.1	73899	AddABJ
GCF_003337715.1	73977	AddABJ
GCF_000154725.1	74226	AddABJ
GCF_014200045.1	74599	AddABJ
GCF_001675045.1	74680	AddABJ
GCF_000422725.1	74906	AddABJ
GCF_014641655.1	75220	AddABJ
GCF_900100255.1	75619	AddABJ
GCF_900102475.1	75841	AddABJ
GCF_900142775.1	75856	AddABJ
GCF_003176895.1	75901	AddABJ
GCF_001436225.1	76448	AddABJ
GCF_003269425.1	76566	AddABJ
GCF_008806385.1	76767	AddABJ
GCF_900188415.1	76852	AddABJ
GCF_900106775.1	77065	AddABJ
GCF_014205635.1	78023	AddABJ
GCF_002734215.1	78643	AddABJ
GCF_900129215.1	78867	AddABJ
GCF_900168055.1	79111	AddABJ
GCF_001975785.1	79226	AddABJ
GCF_900167025.1	80218	AddABJ
GCF_009827615.1	80471	AddABJ
GCF_900129885.1	80504	AddABJ
GCF_002105285.1	80729	AddABJ
GCF_004959935.1	81037	AddABJ
GCF_003311635.1	81063	AddABJ
GCF_902377395.1	81202	AddABJ
GCF_000382225.1	81612	AddABJ
GCF_002925845.1	81949	AddABJ
GCF_001890765.1	82001	AddABJ
GCF_003073175.1	82124	AddABJ
GCF_001628775.1	82136	AddABJ
GCF_904425415.1	82137	AddABJ
GCF_900094545.1	82183	AddABJ
GCF_014199155.1	82255	AddABJ
GCF_900100185.1	82323	AddABJ
GCF_009828095.1	82323	AddABJ
GCF_000160695.1	82455	AddABJ
GCF_002946355.1	82474	AddABJ
GCF_006974145.1	83621	AddABJ
GCF_002217335.1	83910	AddABJ
GCF_014196195.1	83999	AddABJ
GCF_900141905.1	84001	AddABJ
GCF_000423565.1	84428	AddABJ
GCF_900115615.1	84956	AddABJ
GCF_000260115.1	85008	AddABJ
GCF_001281485.1	85032	AddABJ
GCF_001542415.1	85294	AddABJ
GCF_014652215.1	85438	AddABJ
GCF_000365005.1	85881	AddABJ
GCF_001653715.1	85887	AddABJ
GCF_000426565.1	85980	AddABJ
GCF_000009785.1	86055	AddABJ
GCF_900130055.1	86089	AddABJ
GCF_004341205.1	86089	AddABJ
GCF_014197795.1	86276	AddABJ
GCF_902374465.1	86483	AddABJ
GCF_001436295.1	86584	AddABJ
GCF_006345825.1	87414	AddABJ
GCF_001587155.1	88242	AddABJ
GCF_007855915.1	88469	AddABJ
GCF_003472935.1	88539	AddABJ
GCF_003595305.1	88575	AddABJ
GCF_013087515.1	89036	AddABJ
GCF_014207905.1	89090	AddABJ
GCF_001663855.1	89183	AddABJ
GCF_014202115.1	89287	AddABJ
GCF_014635085.1	89311	AddABJ
GCF_015555825.1	90017	AddABJ
GCF_003122385.1	90740	AddABJ
GCF_900102145.1	91499	AddABJ
GCF_900102145.1	91499	AddABJ
GCF_006861795.1	91912	AddABJ
GCF_006861825.1	91929	AddABJ
GCF_900167975.1	92013	AddABJ
GCF_001438705.1	92048	AddABJ
GCF_002217395.1	92182	AddABJ
GCF_004345565.1	92258	AddABJ
GCF_009827545.1	92505	AddABJ
GCF_010500835.1	93004	AddABJ
GCF_003467385.1	93043	AddABJ
GCF_000430625.1	93110	AddABJ
GCF_001683355.1	93223	AddABJ
GCF_000424025.1	93456	AddABJ
GCF_001547995.1	93665	AddABJ
GCF_003457595.1	93812	AddABJ
GCF_003634045.1	93836	AddABJ
GCF_003148525.1	93955	AddABJ
GCF_003340385.1	94385	AddABJ
GCF_900155525.1	94781	AddABJ
GCF_000745915.1	95509	AddABJ
GCF_900110345.1	95881	AddABJ
GCF_000518785.1	95914	AddABJ
GCF_004684935.1	95966	AddABJ
GCF_003369575.1	96196	AddABJ
GCF_900115605.1	96199	AddABJ
GCF_003434235.1	96502	AddABJ
GCF_014207105.1	96980	AddABJ
GCF_004363775.1	97695	AddABJ
GCF_900142635.1	97923	AddABJ
GCF_011927795.1	97950	AddABJ
GCF_002155685.1	98115	AddABJ
GCF_900188245.1	98152	AddABJ
GCF_900102275.1	98412	AddABJ
GCF_000377765.1	98563	AddABJ
GCF_002217925.1	99990	AddABJ
GCF_000711955.1	100053	AddABJ
GCF_011762145.1	100183	AddABJ
GCF_003573535.1	100212	AddABJ
GCF_004335085.1	100603	AddABJ
GCF_900113935.1	100797	AddABJ
GCF_900102625.1	100958	AddABJ
GCF_900112485.1	100980	AddABJ
GCF_001431195.1	101586	AddABJ
GCF_000182745.2	102005	AddABJ
GCF_900115625.1	102383	AddABJ
GCF_000378425.1	102385	AddABJ
GCF_001436015.1	104507	AddABJ
GCF_000429305.1	105233	AddABJ
GCF_900102215.1	105379	AddABJ
GCF_000472665.1	105908	AddABJ
GCF_008571395.1	106086	AddABJ
GCF_009823595.1	106664	AddABJ
GCF_000373965.1	106924	AddABJ
GCF_002149965.1	107054	AddABJ
GCF_900129865.1	108006	AddABJ
GCF_002217985.1	108319	AddABJ
GCF_000196355.1	109622	AddABJ
GCF_003261295.1	109835	AddABJ
GCF_900109135.1	109844	AddABJ
GCF_000621445.1	110444	AddABJ
GCF_009827595.1	110497	AddABJ
GCF_900112575.1	110613	AddABJ
GCF_001595965.1	110894	AddABJ
GCF_900167605.1	111019	AddABJ
GCF_001435875.1	111206	AddABJ
GCF_002009295.1	111514	AddABJ
GCF_004217215.1	111861	AddABJ
GCF_900142955.1	111989	AddABJ
GCF_900113485.1	112031	AddABJ
GCF_000745455.1	112039	AddABJ
GCF_000425265.1	112244	AddABJ
GCF_000183425.1	112381	AddABJ
GCF_004006375.1	112646	AddABJ
GCF_900119185.1	113396	AddABJ
GCF_002269345.1	113532	AddABJ
GCF_900156605.1	113796	AddABJ
GCF_900079135.1	113847	AddABJ
GCF_003056405.1	114014	AddABJ
GCF_003385555.1	114701	AddABJ
GCF_001401755.1	115112	AddABJ
GCF_014648015.1	115128	AddABJ
GCF_900067155.1	115166	AddABJ
GCF_014651475.1	115940	AddABJ
GCF_014199205.1	116279	AddABJ
GCF_007954425.1	116308	AddABJ
GCF_000403195.1	116652	AddABJ
GCF_003293845.1	117035	AddABJ
GCF_014653155.1	117112	AddABJ
GCF_900048895.1	117465	AddABJ
GCF_005887635.2	117521	AddABJ
GCF_900102135.1	117638	AddABJ
GCF_900103005.1	117724	AddABJ
GCF_900103315.1	117904	AddABJ
GCF_000364225.1	118470	AddABJ
GCF_011761345.1	118937	AddABJ
GCF_003008695.1	119297	AddABJ
GCF_000745455.1	119380	AddABJ
GCF_003313335.1	119439	AddABJ
GCF_000621505.1	119478	AddABJ
GCF_001653565.1	119592	AddABJ
GCF_000619905.2	119624	AddABJ
GCF_006542355.1	119869	AddABJ
GCF_000934745.1	119890	AddABJ
GCF_013372245.1	119969	AddABJ
GCF_900112485.1	120085	AddABJ
GCF_900143085.1	120209	AddABJ
GCF_002934635.1	120942	AddABJ
GCF_902804485.1	121015	AddABJ
GCF_015244665.1	121296	AddABJ
GCF_900103515.1	121682	AddABJ
GCF_000427965.1	121854	AddABJ
GCF_000745455.1	122268	AddABJ
GCF_006553035.1	122371	AddABJ
GCF_003668575.1	122468	AddABJ
GCF_014196835.1	123776	AddABJ
GCF_900100975.1	124041	AddABJ
GCF_003065365.1	124070	AddABJ
GCF_001263415.1	124554	AddABJ
GCF_900104455.1	124713	AddABJ
GCF_003605385.1	124724	AddABJ
GCF_000746255.1	125300	AddABJ
GCF_003640645.1	125618	AddABJ
GCF_004343075.1	125976	AddABJ
GCF_900205955.1	128160	AddABJ
GCF_000931935.2	128174	AddABJ
GCF_007745435.1	128422	AddABJ
GCF_900129115.1	128573	AddABJ
GCF_900102015.1	129576	AddABJ
GCF_000423245.1	129878	AddABJ
GCF_000424985.1	129990	AddABJ
GCF_000355765.4	130630	AddABJ
GCF_012317585.1	130851	AddABJ
GCF_004135975.1	131850	AddABJ
GCF_001663175.1	133486	AddABJ
GCF_900112515.1	133893	AddABJ
GCF_014201655.1	133998	AddABJ
GCF_013432195.1	134143	AddABJ
GCF_000429425.1	134957	AddABJ
GCF_003384935.1	135405	AddABJ
GCF_009829075.1	135444	AddABJ
GCF_004362665.1	135803	AddABJ
GCF_004343355.1	136253	AddABJ
GCF_014637795.1	136368	AddABJ
GCF_000423185.1	136454	AddABJ
GCF_902373865.1	136972	AddABJ
GCF_900099775.1	137080	AddABJ
GCF_005844085.1	137345	AddABJ
GCF_004341035.1	138070	AddABJ
GCF_002027705.1	138207	AddABJ
GCF_001543175.1	138928	AddABJ
GCF_014843995.1	139229	AddABJ
GCF_012163135.1	139904	AddABJ
GCF_003148475.1	139962	AddABJ
GCF_001672295.1	140271	AddABJ
GCF_008014775.1	140309	AddABJ
GCF_900142375.1	140942	AddABJ
GCF_001434395.1	141067	AddABJ
GCF_000016645.1	141498	AddABJ
GCF_001700435.1	141770	AddABJ
GCF_011611525.1	141974	AddABJ
GCF_014200295.1	142131	AddABJ
GCF_008386565.1	142152	AddABJ
GCF_900142715.1	142453	AddABJ
GCF_001046635.1	142545	AddABJ
GCF_001941385.1	142937	AddABJ
GCF_000007105.1	143816	AddABJ
GCF_005434915.1	144261	AddABJ
GCF_007830175.1	144674	AddABJ
GCF_008838325.1	145798	AddABJ
GCF_900176325.1	146308	AddABJ
GCF_900101065.1	146515	AddABJ
GCF_006265175.1	147024	AddABJ
GCF_900111405.1	147820	AddABJ
GCF_900142225.1	149084	AddABJ
GCF_001703635.1	150625	AddABJ
GCF_001546165.1	150713	AddABJ
GCF_014636295.1	150761	AddABJ
GCF_900113085.1	151113	AddABJ
GCF_900142415.1	151346	AddABJ
GCF_000423345.1	151843	AddABJ
GCF_015670165.1	152322	AddABJ
GCF_003966875.1	152766	AddABJ
GCF_012689435.1	152785	AddABJ
GCF_008118345.1	152819	AddABJ
GCF_004138485.1	153109	AddABJ
GCF_007827555.1	153417	AddABJ
GCF_000093025.1	153619	AddABJ
GCF_002139935.1	153841	AddABJ
GCF_003217235.1	154252	AddABJ
GCF_000374845.1	154534	AddABJ
GCF_014652915.1	154881	AddABJ
GCF_003386535.1	155348	AddABJ
GCF_000423825.1	155485	AddABJ
GCF_003217295.1	159203	AddABJ
GCF_014207075.1	159484	AddABJ
GCF_003055045.1	159899	AddABJ
GCF_014197805.1	159999	AddABJ
GCF_014206915.1	160878	AddABJ
GCF_008520265.1	161734	AddABJ
GCF_014640655.1	161820	AddABJ
GCF_005048855.1	161945	AddABJ
GCF_000828635.1	162903	AddABJ
GCF_000021285.1	163447	AddABJ
GCF_004358035.1	163633	AddABJ
GCF_014212015.1	164073	AddABJ
GCF_900112395.1	164734	AddABJ
GCF_002238335.1	165374	AddABJ
GCF_014905135.1	165379	AddABJ
GCF_003575225.1	165542	AddABJ
GCF_006542765.1	165867	AddABJ
GCF_000374325.1	166278	AddABJ
GCF_900128975.1	166428	AddABJ
GCF_002869745.1	167140	AddABJ
GCF_002005485.1	167514	AddABJ
GCF_900113175.1	168125	AddABJ
GCF_004103825.1	168354	AddABJ
GCF_003208655.1	168505	AddABJ
GCF_002917105.1	168564	AddABJ
GCF_000091545.1	169059	AddABJ
GCF_900142675.1	169081	AddABJ
GCF_000016345.1	169997	AddABJ
GCF_003967195.1	170010	AddABJ
GCF_900113335.1	170242	AddABJ
GCF_902374375.1	170338	AddABJ
GCF_000157935.1	170381	AddABJ
GCF_000154285.1	170500	AddABJ
GCF_003865095.1	170724	AddABJ
GCF_001643235.1	171085	AddABJ
GCF_000202835.1	171773	AddABJ
GCF_013372165.1	172311	AddABJ
GCF_000311785.1	172394	AddABJ
GCF_000331025.1	173138	AddABJ
GCF_004216775.1	173139	AddABJ
GCF_003201205.1	174102	AddABJ
GCF_014199535.1	174839	AddABJ
GCF_003254055.1	175075	AddABJ
GCF_004340805.1	175659	AddABJ
GCF_900096765.1	176182	AddABJ
GCF_003626915.1	176261	AddABJ
GCF_014203125.1	176887	AddABJ
GCF_014645195.1	177456	AddABJ
GCF_001551835.1	178308	AddABJ
GCF_001695395.1	178399	AddABJ
GCF_013204855.1	178473	AddABJ
GCF_000487995.1	178744	AddABJ
GCF_900141995.1	178864	AddABJ
GCF_001698205.1	179344	AddABJ
GCF_002128425.1	181043	AddABJ
GCF_003670295.1	181645	AddABJ
GCF_000422465.1	181839	AddABJ
GCF_000183725.1	182532	AddABJ
GCF_000423225.1	184221	AddABJ
GCF_000377705.1	184339	AddABJ
GCF_005871085.1	184877	AddABJ
GCF_000146345.1	185037	AddABJ
GCF_000482465.1	185142	AddABJ
GCF_000621025.1	185438	AddABJ
GCF_000245755.1	186637	AddABJ
GCF_900113955.1	187712	AddABJ
GCF_004348195.1	189174	AddABJ
GCF_007860015.1	189428	AddABJ
GCF_002008225.1	190560	AddABJ
GCF_014206845.1	190898	AddABJ
GCF_000428125.1	192160	AddABJ
GCF_000147355.1	193100	AddABJ
GCF_900112705.1	193210	AddABJ
GCF_003046475.1	193382	AddABJ
GCF_000262545.1	194148	AddABJ
GCF_900102215.1	194164	AddABJ
GCF_002233675.1	195085	AddABJ
GCF_014652855.1	195120	AddABJ
GCF_003046545.1	197400	AddABJ
GCF_004368925.1	198084	AddABJ
GCF_900067125.1	198110	AddABJ
GCF_900156835.1	198375	AddABJ
GCF_900130065.1	199129	AddABJ
GCF_000318195.2	199895	AddABJ
GCF_009733535.1	200813	AddABJ
GCF_014205685.1	200983	AddABJ
GCF_000973625.1	202444	AddABJ
GCF_001659725.1	202850	AddABJ
GCF_009932395.1	203733	AddABJ
GCF_014191775.1	204976	AddABJ
GCF_008304605.1	205035	AddABJ
GCF_002078505.1	205574	AddABJ
GCF_900188045.1	205639	AddABJ
GCF_000425705.1	206411	AddABJ
GCF_900129965.1	206761	AddABJ
GCF_900188225.1	207744	AddABJ
GCF_900078315.1	207998	AddABJ
GCF_000278135.1	208116	AddABJ
GCF_000686705.1	210463	AddABJ
GCF_000017545.1	214620	AddABJ
GCF_003433955.1	215308	AddABJ
GCF_014207435.1	215335	AddABJ
GCF_003217355.1	216678	AddABJ
GCF_003789055.1	216979	AddABJ
GCF_902459485.1	216987	AddABJ
GCF_900108125.1	218170	AddABJ
GCF_900215625.1	218393	AddABJ
GCF_014199985.1	218658	AddABJ
GCF_900119705.1	220791	AddABJ
GCF_014652835.1	220837	AddABJ
GCF_900148505.1	221998	AddABJ
GCF_000236805.1	222110	AddABJ
GCF_000442255.1	223832	AddABJ
GCF_003628435.1	224132	AddABJ
