AssemblyAccession	PhylumRenamed	AddAB	AddABJ	AdnAB	RecBCD	RecFOR	RecOR
GCF_000688515.1	Pseudomonadota	1	0	0	0	0	0
GCF_000689255.1	Actinomycetota	0	0	1	0	0	0
GCF_000691805.2	Bacillota	1	1	0	0	0	0
GCF_000695095.2	Other	0	0	0	1	0	0
GCF_000695685.1	Pseudomonadota	0	0	0	1	0	0
GCF_000696015.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000696185.1	Actinomycetota	0	0	1	0	0	0
GCF_000696575.1	Pseudomonadota	0	0	0	1	0	0
GCF_000696595.1	Actinomycetota	0	0	1	0	1	0
GCF_000697965.2	Pseudomonadota	1	0	0	0	0	0
GCF_000699505.1	Actinomycetota	0	0	1	0	0	0
GCF_000701405.1	Deinococcota	0	0	0	0	0	0
GCF_000701425.1	Deinococcota	0	0	0	0	0	0
GCF_000701445.1	Pseudomonadota	1	0	0	0	0	0
GCF_000701485.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000701505.1	Bacteroidota	0	0	0	0	0	0
GCF_000701525.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000701585.1	Pseudomonadota	1	0	0	0	0	0
GCF_000701665.1	Bacillota	1	0	0	0	1	0
GCF_000701785.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000701805.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000701825.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000702045.1	Pseudomonadota	0	0	0	1	0	0
GCF_000706625.1	Pseudomonadota	1	0	0	0	0	0
GCF_000706645.1	Pseudomonadota	1	0	0	0	0	0
GCF_000706765.1	Actinomycetota	0	0	1	0	0	0
GCF_000709345.1	Pseudomonadota	1	0	0	0	0	0
GCF_000709415.1	Bacillota	1	0	0	0	0	0
GCF_000710505.1	Cyanobacteriota	0	0	0	0	0	0
GCF_000710775.1	Pseudomonadota	0	0	0	1	0	0
GCF_000710955.1	Actinomycetota	0	0	1	0	0	0
GCF_000711735.1	Pseudomonadota	1	0	0	0	0	1
GCF_000711795.1	Pseudomonadota	0	0	0	1	0	0
GCF_000711805.1	Pseudomonadota	0	0	0	1	0	0
GCF_000711875.1	Pseudomonadota	1	1	0	0	0	0
GCF_000711895.1	Pseudomonadota	0	0	0	1	0	0
GCF_000711955.1	Pseudomonadota	1	0	0	0	0	0
GCF_000711975.1	Bacillota	0	0	0	0	0	0
GCF_000711985.1	Pseudomonadota	0	0	0	1	0	0
GCF_000712035.1	Bacillota	1	0	0	0	0	0
GCF_000712165.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000712185.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000715845.1	Actinomycetota	0	0	1	0	0	0
GCF_000722635.1	Pseudomonadota	0	0	0	1	0	0
GCF_000723165.1	Pseudomonadota	0	0	0	1	0	0
GCF_000723205.1	Bacteroidota	1	0	0	0	0	0
GCF_000723385.1	Actinomycetota	0	0	1	1	0	0
GCF_000723425.2	Actinomycetota	0	0	1	1	0	0
GCF_000723465.1	Bacillota	1	0	0	0	0	0
GCF_000723785.2	Pseudomonadota	1	0	0	0	0	0
GCF_000724605.1	Actinomycetota	0	0	1	0	0	0
GCF_000724625.1	Other	1	0	0	0	0	0
GCF_000724775.3	Bacillota	1	0	0	0	0	0
GCF_000725365.1	Bacillota	1	0	0	0	0	0
GCF_000725475.1	Actinomycetota	0	0	0	0	0	0
GCF_000725485.1	Actinomycetota	0	0	1	0	0	0
GCF_000725495.1	Actinomycetota	0	0	1	0	0	0
GCF_000725545.1	Actinomycetota	0	0	1	0	0	0
GCF_000725555.1	Actinomycetota	0	0	1	0	0	0
GCF_000725745.1	Actinomycetota	0	0	0	0	0	0
GCF_000725785.1	Actinomycetota	0	0	1	0	0	0
GCF_000725805.1	Actinomycetota	0	0	1	0	0	0
GCF_000730165.1	Pseudomonadota	1	0	0	0	0	0
GCF_000730385.1	Pseudomonadota	0	0	0	1	0	0
GCF_000731315.1	Pseudomonadota	1	0	0	0	0	0
GCF_000731675.1	Pseudomonadota	0	0	0	1	0	0
GCF_000732925.1	Actinomycetota	0	0	1	0	0	0
GCF_000732945.1	Actinomycetota	0	0	1	0	0	0
GCF_000733715.2	Pseudomonadota	0	0	0	1	0	0
GCF_000733865.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000734015.1	Thermodesulfobacteriota	0	0	0	0	0	0
GCF_000737325.1	Pseudomonadota	1	0	0	1	0	0
GCF_000737865.1	Actinomycetota	0	0	1	0	0	0
GCF_000738435.1	Pseudomonadota	1	0	0	0	0	0
GCF_000739045.1	Actinomycetota	0	0	1	0	0	0
GCF_000739435.1	Pseudomonadota	0	0	0	0	0	0
GCF_000740965.1	Pseudomonadota	0	0	0	1	0	0
GCF_000741825.1	Pseudomonadota	0	0	0	1	0	0
GCF_000742675.1	Bacillota	1	0	0	0	0	0
GCF_000743945.1	Pseudomonadota	1	0	0	0	0	0
GCF_000744415.1	Pseudomonadota	0	0	0	0	0	0
GCF_000745425.1	Pseudomonadota	1	0	0	0	0	0
GCF_000745455.1	Thermotogota	1	0	0	0	0	0
GCF_000745835.1	Pseudomonadota	1	1	0	0	0	0
GCF_000745855.1	Pseudomonadota	0	0	0	1	0	0
GCF_000745895.1	Pseudomonadota	0	0	0	0	0	0
GCF_000745905.1	Actinomycetota	1	0	0	0	1	0
GCF_000745915.1	Deinococcota	1	0	0	0	1	0
GCF_000745965.1	Acidobacteriota	1	0	0	0	0	0
GCF_000745975.1	Pseudomonadota	0	0	0	0	0	0
GCF_000746025.2	Bacillota	1	0	0	0	0	0
GCF_000746085.1	Pseudomonadota	1	0	0	0	0	0
GCF_000746255.1	Thermodesulfobacteriota	1	0	0	0	0	0
GCF_000746845.1	Bacteroidota	1	0	0	0	0	0
GCF_000747315.1	Actinomycetota	0	0	1	0	0	0
GCF_000754805.1	Pseudomonadota	0	0	0	1	0	0
GCF_000754995.1	Pseudomonadota	0	0	0	1	0	0
GCF_000755145.1	Spirochaetota	0	0	0	0	0	0
GCF_000755585.2	Actinomycetota	0	0	1	0	0	0
GCF_000756125.1	Pseudomonadota	0	0	0	1	0	0
GCF_000756505.1	Bacteroidota	0	0	0	0	0	0
GCF_000756615.1	Bacillota	1	0	0	0	0	0
GCF_000756715.1	Bacillota	1	0	0	0	0	0
GCF_000757795.1	Pseudomonadota	0	0	0	0	0	0
GCF_000758165.1	Spirochaetota	0	0	0	0	0	0
GCF_000758345.1	Pseudomonadota	0	0	0	1	0	0
GCF_000758665.1	Bacillota	1	0	0	0	0	0
GCF_000758685.1	Bacillota	1	0	0	0	0	0
GCF_000758705.1	Bacillota	1	0	0	0	0	0
GCF_000758725.1	Bacillota	1	0	0	0	0	0
GCF_000760695.4	Cyanobacteriota	0	0	0	0	0	0
GCF_000760875.1	Actinomycetota	0	0	1	1	0	0
GCF_000761155.1	Pseudomonadota	0	0	0	1	0	0
GCF_000761485.1	Actinomycetota	0	0	1	0	0	0
GCF_000763515.1	Bacillota	1	0	0	0	0	0
GCF_000763575.1	Bacillota	1	0	0	0	0	0
GCF_000764025.1	Pseudomonadota	1	1	0	0	1	0
GCF_000764535.1	Pseudomonadota	1	0	0	0	0	0
GCF_000767055.1	Actinomycetota	0	0	1	0	0	0
GCF_000767075.1	Pseudomonadota	0	0	0	0	0	0
GCF_000767275.2	Thermotogota	1	0	0	0	0	0
GCF_000767465.1	Pseudomonadota	1	0	0	0	0	0
GCF_000768555.3	Pseudomonadota	1	0	0	0	0	0
GCF_000770115.1	Pseudomonadota	0	0	0	1	0	0
GCF_000770155.1	Pseudomonadota	0	0	0	1	0	0
GCF_000772105.1	Pseudomonadota	0	0	0	1	0	0
GCF_000783935.2	Pseudomonadota	0	0	0	1	0	0
GCF_000785105.2	Bacillota	1	0	0	0	0	0
GCF_000785455.1	Bacillota	1	0	0	0	0	0
GCF_000785495.1	Actinomycetota	0	0	1	1	0	0
GCF_000785705.2	Pseudomonadota	0	0	0	1	0	0
GCF_000787775.1	Actinomycetota	0	0	1	0	0	0
GCF_000787815.1	Actinomycetota	0	0	1	0	0	0
GCF_000787835.1	Actinomycetota	0	0	0	0	0	0
GCF_000787855.1	Actinomycetota	0	0	1	0	0	0
GCF_000788395.1	Pseudomonadota	0	0	0	1	0	0
GCF_000789235.1	Bacteroidota	1	0	0	0	0	0
GCF_000799205.1	Pseudomonadota	0	0	0	1	0	0
GCF_000799975.1	Pseudomonadota	1	0	0	0	0	0
GCF_000800295.1	Bacillota	1	0	0	0	0	0
GCF_000800395.1	Deinococcota	1	0	0	0	0	0
GCF_000801145.1	Pseudomonadota	0	0	0	0	0	0
GCF_000802245.2	Actinomycetota	0	0	1	0	0	0
GCF_000803645.1	Pseudomonadota	0	0	0	0	0	0
GCF_000807215.1	Pseudomonadota	0	0	0	1	0	1
GCF_000807275.1	Pseudomonadota	0	0	0	0	0	0
GCF_000807675.2	Bacillota	1	0	0	0	0	0
GCF_000807775.2	Pseudomonadota	0	0	0	1	0	0
GCF_000807855.2	Bacteroidota	0	0	0	0	0	0
GCF_000812665.2	Pseudomonadota	1	0	0	0	0	0
GCF_000813365.1	Actinomycetota	0	0	1	0	0	0
GCF_000813705.1	Pseudomonadota	0	0	0	0	0	1
GCF_000815065.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000815105.2	Pseudomonadota	0	0	0	1	0	0
GCF_000815225.1	Pseudomonadota	0	0	0	0	0	0
GCF_000816085.1	Bacillota	1	0	0	0	0	0
GCF_000816185.1	Pseudomonadota	1	0	0	0	0	0
GCF_000816305.1	Pseudomonadota	0	0	0	0	0	0
GCF_000816345.1	Pseudomonadota	1	0	0	0	0	0
GCF_000816495.1	Pseudomonadota	0	0	0	1	0	0
GCF_000816575.1	Pseudomonadota	0	0	0	1	0	0
GCF_000817735.3	Cyanobacteriota	0	0	0	0	0	0
GCF_000817745.2	Cyanobacteriota	0	0	0	0	0	0
GCF_000817775.2	Cyanobacteriota	0	0	0	0	0	0
GCF_000817785.2	Cyanobacteriota	0	0	0	0	0	0
GCF_000817955.1	Pseudomonadota	0	0	0	1	0	0
GCF_000818015.1	Pseudomonadota	0	0	0	1	0	0
GCF_000818095.1	Bacillota	1	0	0	0	0	0
GCF_000818395.1	Pseudomonadota	0	0	0	0	0	0
GCF_000819565.1	Pseudomonadota	1	0	0	0	0	0
GCF_000819805.1	Pseudomonadota	0	0	0	0	0	0
GCF_000819865.1	Pseudomonadota	0	0	0	1	0	0
GCF_000819885.1	Pseudomonadota	0	0	0	1	0	0
GCF_000820005.1	Pseudomonadota	0	0	0	1	0	0
GCF_000820025.1	Pseudomonadota	0	0	0	1	0	0
GCF_000820045.1	Pseudomonadota	0	0	0	1	0	0
GCF_000820085.1	Pseudomonadota	0	0	0	1	0	0
GCF_000820145.1	Pseudomonadota	0	0	0	1	0	0
GCF_000820165.1	Pseudomonadota	0	0	0	1	0	0
GCF_000820185.1	Pseudomonadota	0	0	0	1	0	0
GCF_000821045.2	Pseudomonadota	0	0	0	1	0	0
GCF_000821245.2	Bacillota	1	0	0	0	0	0
GCF_000825665.2	Spirochaetota	0	0	0	0	0	0
GCF_000826065.2	Actinomycetota	0	0	1	1	0	0
GCF_000826145.2	Bacillota	1	0	0	0	0	0
GCF_000826185.2	Actinomycetota	0	0	1	0	0	0
GCF_000826525.2	Actinomycetota	0	0	1	1	0	0
GCF_000826835.1	Pseudomonadota	1	0	0	0	0	0
GCF_000827125.1	Pseudomonadota	0	0	0	1	0	0
GCF_000827595.2	Pseudomonadota	0	0	0	0	0	0
GCF_000827885.1	Pseudomonadota	0	0	0	1	0	0
GCF_000828075.3	Cyanobacteriota	0	0	0	0	0	0
GCF_000828085.3	Cyanobacteriota	0	0	0	0	0	0
GCF_000828475.1	Pseudomonadota	1	0	0	0	0	0
GCF_000828615.1	Pseudomonadota	1	0	0	0	0	0
GCF_000828635.1	Pseudomonadota	1	0	0	0	0	0
GCF_000828655.1	Thermotogota	0	0	0	0	0	0
GCF_000828675.1	Thermotogota	0	0	0	0	0	0
GCF_000828855.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000828895.1	Pseudomonadota	1	0	0	0	0	0
GCF_000828915.1	Pseudomonadota	1	0	0	0	0	0
GCF_000829055.1	Bacillota	1	0	0	0	0	0
GCF_000829215.1	Pseudomonadota	0	0	0	1	0	0
GCF_000829395.1	Bacillota	1	0	0	0	0	0
GCF_000829715.2	Actinomycetota	0	0	1	0	0	0
GCF_000830005.1	Actinomycetota	0	0	1	0	0	0
GCF_000830905.1	Chloroflexota	0	0	0	0	0	1
GCF_000830985.1	Pseudomonadota	0	0	0	0	0	0
GCF_000831385.1	Bacteroidota	1	0	0	0	0	0
GCF_000831645.3	Bacillota	1	0	0	0	0	0
GCF_000832015.1	Pseudomonadota	1	0	0	0	0	0
GCF_000833025.1	Bacteroidota	1	0	0	0	0	0
GCF_000833295.1	Pseudomonadota	0	0	0	1	0	0
GCF_000833575.1	Actinomycetota	0	0	1	0	0	0
GCF_000834395.1	Pseudomonadota	0	0	0	1	0	0
GCF_000834455.1	Pseudomonadota	0	0	0	1	0	0
GCF_000835165.1	Actinomycetota	0	0	1	0	0	0
GCF_000835205.1	Pseudomonadota	0	0	0	1	0	0
GCF_000875755.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000931445.1	Actinomycetota	0	0	0	0	0	0
GCF_000931935.2	Pseudomonadota	1	0	0	0	0	0
GCF_000934565.1	Pseudomonadota	0	0	0	1	0	0
GCF_000934605.2	Pseudomonadota	0	0	0	1	0	0
GCF_000934725.1	Pseudomonadota	0	0	0	1	0	0
GCF_000934745.1	Pseudomonadota	1	0	0	0	0	0
GCF_000934755.1	Pseudomonadota	1	0	0	0	0	0
GCF_000934765.1	Pseudomonadota	1	0	0	0	0	0
GCF_000935025.1	Pseudomonadota	1	0	0	0	0	0
GCF_000940805.1	Pseudomonadota	1	0	0	0	0	0
GCF_000940995.1	Pseudomonadota	0	0	0	1	0	0
GCF_000941055.1	Bacteroidota	1	0	0	0	0	0
GCF_000942395.1	Bacillota	0	0	0	0	0	0
GCF_000943515.2	Actinomycetota	0	0	1	0	0	0
GCF_000948395.1	Actinomycetota	0	0	1	0	0	0
GCF_000948975.1	Pseudomonadota	0	0	0	1	0	0
GCF_000948985.1	Pseudomonadota	0	0	0	1	0	0
GCF_000951135.1	Pseudomonadota	0	0	0	1	0	0
GCF_000953135.1	Pseudomonadota	0	0	0	0	0	0
GCF_000953635.1	Pseudomonadota	0	0	0	0	0	0
GCF_000953655.1	Pseudomonadota	0	0	0	0	0	0
GCF_000953715.1	Thermotogota	0	0	0	0	0	0
GCF_000953855.2	Pseudomonadota	0	0	0	1	0	0
GCF_000956315.1	Spirochaetota	0	0	0	0	0	0
GCF_000959365.1	Pseudomonadota	0	0	0	1	0	0
GCF_000959505.1	Pseudomonadota	0	0	0	1	0	0
GCF_000959525.1	Pseudomonadota	0	0	0	1	0	0
GCF_000960975.1	Pseudomonadota	1	0	0	0	0	0
GCF_000961095.1	Bacillota	1	0	0	0	0	0
GCF_000963865.1	Bacteroidota	1	0	0	0	0	0
GCF_000963965.1	Pseudomonadota	1	0	0	0	0	0
GCF_000964225.1	Pseudomonadota	1	0	0	0	0	0
GCF_000964365.1	Pseudomonadota	0	0	0	0	0	0
GCF_000964425.1	Pseudomonadota	1	1	0	0	0	0
GCF_000964565.1	Pseudomonadota	0	0	0	1	0	0
GCF_000966355.1	Actinomycetota	0	0	0	0	0	0
GCF_000967245.1	Bacillota	1	0	0	0	0	0
GCF_000967305.2	Pseudomonadota	1	0	0	0	0	0
GCF_000967915.1	Mycoplasmatota	1	0	0	0	0	0
GCF_000967935.1	Pseudomonadota	0	0	0	1	0	0
GCF_000968055.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000968175.1	Pseudomonadota	0	0	0	1	0	0
GCF_000968195.1	Pseudomonadota	0	0	0	1	0	0
GCF_000968375.1	Bacillota	0	0	0	0	0	0
GCF_000968535.2	Pseudomonadota	0	0	0	0	0	0
GCF_000969605.1	Pseudomonadota	0	0	0	1	0	0
GCF_000969705.1	Actinomycetota	0	0	0	1	0	0
GCF_000970755.1	Bacillota	1	0	0	0	0	0
GCF_000970795.1	Bacillota	1	0	0	0	0	0
GCF_000971115.1	Actinomycetota	0	0	1	0	0	0
GCF_000971155.1	Actinomycetota	0	0	1	0	0	0
GCF_000971175.1	Actinomycetota	0	0	1	0	0	0
GCF_000971195.1	Actinomycetota	0	0	1	0	0	0
GCF_000971215.1	Actinomycetota	0	0	1	0	0	0
GCF_000971235.1	Actinomycetota	0	0	1	0	0	0
GCF_000971965.1	Bacillota	0	0	0	0	0	0
GCF_000971985.1	Bacillota	1	0	0	0	0	0
GCF_000972685.1	Bacillota	1	0	0	0	0	0
GCF_000972705.2	Cyanobacteriota	0	0	0	0	1	0
GCF_000972785.3	Pseudomonadota	0	0	0	1	0	0
GCF_000973065.1	Cyanobacteriota	1	0	0	0	0	0
GCF_000973085.1	Fusobacteriota	0	0	0	0	0	0
GCF_000973105.1	Bacteroidota	1	0	0	0	0	0
GCF_000973625.1	Pseudomonadota	1	0	0	0	0	0
GCF_000973725.1	Bacteroidota	1	0	0	0	0	0
GCF_000974425.1	Bacteroidota	0	0	0	0	0	0
GCF_000974445.1	Actinomycetota	0	0	1	0	0	0
GCF_000974685.2	Pseudomonadota	1	0	0	0	0	1
GCF_000974805.1	Actinomycetota	0	0	1	0	0	0
GCF_000975035.1	Actinomycetota	0	0	1	0	0	0
GCF_000975055.1	Actinomycetota	0	0	1	0	0	0
GCF_000975095.1	Actinomycetota	0	0	1	0	0	0
GCF_000975115.1	Actinomycetota	0	0	1	0	0	0
GCF_000975135.1	Actinomycetota	0	0	1	0	0	0
GCF_000975155.1	Actinomycetota	0	0	1	0	0	0
GCF_000980815.1	Actinomycetota	0	0	1	0	0	0
GCF_000980835.1	Actinomycetota	0	0	1	0	0	0
GCF_000981585.1	Bacillota	1	0	0	0	0	0
GCF_000981765.1	Pseudomonadota	1	0	0	0	0	0
GCF_000983115.1	Bacillota	1	0	0	0	0	0
GCF_000986785.1	Bacillota	1	0	0	0	0	0
GCF_000987835.1	Pseudomonadota	1	0	0	0	0	0
GCF_000987925.1	Pseudomonadota	0	0	0	1	0	0
GCF_000988065.1	Mycoplasmatota	0	0	0	0	0	0
GCF_000988745.2	Pseudomonadota	0	0	0	1	0	0
GCF_000993785.3	Actinomycetota	0	0	1	0	0	0
GCF_001005295.1	Actinomycetota	0	0	1	0	0	0
GCF_001005905.1	Bacillota	1	0	0	0	0	0
GCF_001006005.1	Pseudomonadota	0	0	0	1	0	0
GCF_001006305.1	Acidobacteriota	1	0	0	0	0	0
GCF_001006805.1	Pseudomonadota	1	0	0	0	0	0
GCF_001007875.1	Pseudomonadota	0	0	0	1	0	0
GCF_001007995.1	Deinococcota	0	0	0	0	0	0
GCF_001008165.2	Pseudomonadota	1	0	0	0	0	0
GCF_001008975.1	Pseudomonadota	0	0	0	1	0	0
GCF_001010285.1	Pseudomonadota	0	0	0	1	0	0
GCF_001011095.1	Bacillota	1	0	0	0	0	0
GCF_001012775.1	Bacillota	1	0	0	0	0	0
GCF_001012825.1	Bacillota	1	0	0	0	0	0
GCF_001017175.1	Pseudomonadota	1	0	0	0	0	0
GCF_001017655.1	Other	0	0	0	0	0	0
GCF_001017755.1	Actinomycetota	0	0	1	0	0	0
GCF_001017775.3	Pseudomonadota	0	0	0	1	0	0
GCF_001020205.1	Bacillota	1	0	0	0	0	0
GCF_001020565.1	Bacteroidota	1	0	0	0	0	0
GCF_001020955.1	Pseudomonadota	0	0	0	1	0	0
GCF_001020985.1	Actinomycetota	0	0	1	0	0	0
GCF_001021025.1	Actinomycetota	1	0	1	0	0	0
GCF_001021045.1	Actinomycetota	0	0	1	0	0	0
GCF_001021065.1	Actinomycetota	0	0	1	0	0	0
GCF_001021495.1	Actinomycetota	0	0	1	1	0	0
GCF_001021915.1	Pseudomonadota	0	0	0	1	0	0
GCF_001022135.1	Pseudomonadota	0	0	0	1	0	0
GCF_001025155.1	Actinomycetota	0	0	1	0	0	0
GCF_001025195.1	Actinomycetota	0	0	1	0	0	0
GCF_001026695.1	Bacillota	1	0	0	0	0	0
GCF_001027025.1	Thermotogota	1	0	0	0	0	0
GCF_001027545.1	Other	1	0	0	0	0	0
GCF_001028625.1	Pseudomonadota	1	0	0	0	0	0
GCF_001028645.1	Bacillota	1	0	0	0	0	0
GCF_001028665.1	Pseudomonadota	0	0	0	1	0	0
GCF_001029105.3	Pseudomonadota	0	0	0	1	0	0
GCF_001029245.1	Mycoplasmatota	0	0	0	0	0	0
GCF_001029265.1	Mycoplasmatota	0	0	0	0	0	0
GCF_001029505.1	Actinomycetota	0	0	0	0	0	0
GCF_001038625.1	Bacillota	1	0	0	0	0	0
GCF_001039045.1	Bacillota	1	1	0	0	0	0
GCF_001039475.1	Bacillota	1	0	0	0	0	0
GCF_001040945.1	Pseudomonadota	1	0	0	0	0	0
GCF_001042595.1	Actinomycetota	0	0	1	0	0	0
GCF_001042635.1	Actinomycetota	0	0	1	0	0	0
GCF_001042675.1	Actinomycetota	0	0	1	0	0	0
GCF_001042695.1	Actinomycetota	0	0	1	0	0	0
GCF_001042715.1	Bacillota	1	0	0	0	0	0
GCF_001043175.1	Pseudomonadota	0	0	0	0	0	0
GCF_001044425.1	Actinomycetota	0	0	1	0	0	0
GCF_001046635.1	Pseudomonadota	1	0	0	0	0	0
GCF_001046645.1	Pseudomonadota	1	0	0	0	0	0
GCF_001046655.1	Pseudomonadota	1	0	0	0	0	0
GCF_001046855.1	Actinomycetota	0	0	1	0	0	0
GCF_001046875.1	Actinomycetota	0	0	1	1	0	0
GCF_001046955.1	Pseudomonadota	1	0	0	0	0	0
GCF_001047075.2	Bacillota	1	0	0	0	0	0
GCF_001047275.1	Pseudomonadota	0	0	0	0	0	0
GCF_001050015.1	Actinomycetota	0	0	1	1	0	0
GCF_001050115.1	Bacillota	1	0	0	0	0	0
GCF_001050135.1	Bacteroidota	1	0	0	0	0	0
GCF_001050195.2	Chloroflexota	0	0	0	0	0	0
GCF_001050215.2	Chloroflexota	0	0	0	0	0	0
GCF_001050235.1	Chloroflexota	0	0	0	0	0	0
GCF_001050295.1	Bacillota	1	0	0	0	0	0
GCF_001050375.1	Pseudomonadota	0	0	0	1	0	0
GCF_001050435.1	Bacillota	1	0	0	0	0	0
GCF_001050475.1	Bacillota	1	0	0	0	0	0
GCF_001050535.1	Actinomycetota	0	0	1	0	0	0
GCF_001051995.2	Pseudomonadota	0	0	0	0	0	0
GCF_001053435.1	Actinomycetota	0	0	1	0	0	0
GCF_001056675.1	Pseudomonadota	0	0	0	1	0	0
GCF_001071155.1	Bacillota	1	0	0	0	0	0
GCF_001077815.2	Pseudomonadota	1	0	0	0	0	0
GCF_001112925.1	Pseudomonadota	0	0	0	1	0	0
GCF_001152565.1	Pseudomonadota	0	0	0	1	0	0
GCF_001183605.1	Bacillota	1	0	0	0	0	0
GCF_001183985.1	Bacillota	1	0	0	0	0	0
GCF_001184205.1	Pseudomonadota	1	0	0	0	0	0
GCF_001186155.3	Bacillota	1	0	0	0	0	0
GCF_001187505.1	Actinomycetota	0	0	1	1	0	0
GCF_001187555.1	Pseudomonadota	1	0	0	0	0	0
GCF_001187595.1	Bacillota	1	0	0	0	0	0
GCF_001187725.1	Bacillota	1	0	0	0	0	0
GCF_001187785.1	Pseudomonadota	1	0	0	0	0	0
GCF_001187845.1	Pseudomonadota	1	0	0	0	0	0
GCF_001189295.1	Pseudomonadota	1	0	0	0	0	0
GCF_001189575.1	Bacillota	1	0	0	0	0	0
GCF_001190745.1	Pseudomonadota	1	0	0	0	0	0
GCF_001190945.1	Actinomycetota	0	0	1	0	0	0
GCF_001192795.1	Chloroflexota	1	0	0	0	0	0
GCF_001192835.1	Bacteroidota	0	0	0	0	0	0
GCF_001243045.1	Bacillota	1	0	0	0	0	0
GCF_001243895.1	Bacillota	1	0	0	0	0	0
GCF_001244495.1	Bacillota	1	0	0	0	0	0
GCF_001244995.1	Bacillota	0	0	0	0	0	0
GCF_001261775.1	Bacillota	1	0	0	0	0	0
GCF_001262015.1	Bacteroidota	1	0	0	0	0	0
GCF_001262055.1	Actinomycetota	0	0	1	0	0	0
GCF_001263175.1	Pseudomonadota	0	0	0	1	0	0
GCF_001263205.1	Pseudomonadota	1	0	0	0	0	0
GCF_001263395.1	Actinomycetota	0	0	1	0	0	0
GCF_001263415.1	Bacillota	1	0	0	0	0	0
GCF_001263755.1	Actinomycetota	0	0	1	0	0	0
GCF_001267155.1	Mycoplasmatota	0	0	0	0	0	0
GCF_001267255.1	Pseudomonadota	0	0	0	1	0	0
GCF_001267535.1	Pseudomonadota	0	0	0	1	0	0
GCF_001267845.1	Bacillota	1	0	0	0	0	0
GCF_001267885.1	Actinomycetota	0	0	1	0	0	0
GCF_001270025.1	Actinomycetota	0	0	1	0	0	0
GCF_001270745.1	Actinomycetota	0	0	1	0	0	0
GCF_001272835.1	Mycoplasmatota	0	0	0	0	0	0
GCF_001273775.1	Nitrospirota	1	0	0	0	0	0
GCF_001274715.1	Bacillota	1	0	0	0	0	0
GCF_001274725.1	Bacillota	1	0	0	0	0	0
GCF_001274775.1	Bacillota	1	0	0	0	0	0
GCF_001274875.1	Mycoplasmatota	0	0	0	0	0	0
GCF_001274895.1	Actinomycetota	0	0	1	0	0	0
GCF_001274945.1	Bacillota	1	0	0	0	0	0
GCF_001275345.1	Actinomycetota	0	0	1	0	0	0
GCF_001275365.1	Pseudomonadota	0	0	0	1	0	0
GCF_001277175.1	Pseudomonadota	0	0	0	1	0	0
GCF_001277195.1	Pseudomonadota	0	0	0	1	0	0
GCF_001277215.2	Pseudomonadota	0	0	0	1	0	0
GCF_001277235.1	Pseudomonadota	0	0	0	1	0	0
GCF_001277255.1	Pseudomonadota	0	0	0	1	0	0
GCF_001277345.1	Bacillota	1	0	0	0	0	0
GCF_001277995.1	Actinomycetota	0	0	1	0	0	0
GCF_001278055.1	Pseudomonadota	0	0	0	1	0	0
GCF_001278075.1	Actinomycetota	0	0	1	0	0	0
GCF_001278115.1	Bacteroidota	1	0	0	0	0	0
GCF_001278705.1	Bacillota	1	0	0	0	0	0
GCF_001278945.1	Bacillota	1	0	0	0	0	0
GCF_001280595.1	Bacillota	1	0	0	0	0	0
GCF_001281045.1	Mycoplasmatota	0	0	0	0	0	0
GCF_001281175.1	Bacillota	1	0	0	0	0	0
GCF_001281405.1	Pseudomonadota	1	0	0	0	0	0
GCF_001281485.1	Pseudomonadota	1	0	0	0	0	0
GCF_001281525.1	Bacillota	1	0	0	0	0	0
GCF_001282685.1	Bacillota	1	0	0	0	0	0
GCF_001282725.1	Bacillota	1	0	0	0	0	0
GCF_001282945.1	Pseudomonadota	0	0	0	0	0	0
GCF_001283065.1	Pseudomonadota	0	0	0	0	0	0
GCF_001286525.1	Bacteroidota	1	0	0	0	0	0
GCF_001291465.1	Pseudomonadota	1	0	0	0	0	0
GCF_001293125.1	Actinomycetota	0	0	1	0	0	0
GCF_001294575.1	Pseudomonadota	0	0	0	1	0	0
GCF_001297845.1	Pseudomonadota	0	0	0	1	0	0
GCF_001298445.1	Cyanobacteriota	0	0	0	0	0	0
GCF_001298465.1	Pseudomonadota	1	0	0	0	0	0
GCF_001298525.1	Pseudomonadota	0	0	0	1	0	0
GCF_001302585.1	Actinomycetota	0	0	1	0	0	0
GCF_001304715.1	Bacillota	1	0	0	0	0	0
GCF_001305515.1	Pseudomonadota	1	0	0	0	0	0
GCF_001305575.3	Pseudomonadota	0	0	0	0	0	0
GCF_001305595.1	Pseudomonadota	1	0	0	0	0	0
GCF_001305675.1	Actinomycetota	0	0	1	1	0	0
